"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/UI/Controles/Click_middle_Mat.Click_middle_Mat","0","14","16","1","0.000000","0","16"
"/Game/UI/Controles/Control_Sign.Control_Sign","0","3","3","1","1.928875","0","3"
"/Game/UI/Controles/Xbox_button_B_svg_Mat.Xbox_button_B_svg_Mat","0","14","16","1","0.000000","0","16"
"/Game/UI/Controles/keyboard_key_w_Mat.keyboard_key_w_Mat","0","14","16","1","0.000000","0","16"
"/Game/UI/Controles/Xbox_button_RT_Mat.Xbox_button_RT_Mat","0","3","3","1","0.698069","0","3"
"/Game/UI/Controles/PlayStation_button_R3_svg_Mat.PlayStation_button_R3_svg_Mat","0","14","16","1","0.000000","0","16"
"/Game/UI/Controles/keyboard_key_Mat.keyboard_key_Mat","0","3","3","1","0.000000","0","3"
"/Game/UI/Controles/S.S","0","3","3","1","0.000000","0","3"
"","0","1","0","1","0.000000","3","0"
"/Game/UI/Controles/joypad_Mat.joypad_Mat","0","14","16","1","0.000000","0","16"
"/Game/UI/Controles/Click_Mat.Click_Mat","0","3","3","1","0.000000","0","3"
"/Game/UI/Controles/keyboard_key_a_Mat.keyboard_key_a_Mat","0","14","16","1","0.000000","0","16"
"/InterchangeAssets/gltf/M_Default.M_Default","0","110","128","6","251.443314","0","128"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","28","32","1","42.229904","0","32"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","28","32","1","40.718273","0","32"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","10","12","1","12.391390","0","12"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","6","6","1","5.108610","0","6"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","82","92","6","68.660507","0","92"
"/Game/Dungeon_Modular_V1/Materials/M_Master_OneSided_01.M_Master_OneSided_01","0","6","6","1","4.923927","0","6"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","33","36","1","21.103306","0","36"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","33","36","1","0.000000","0","36"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","110","128","6","189.977600","0","128"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","102","112","6","170.814392","0","112"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","16","20","2","18.805958","0","20"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Light.M_Portal_Light","0","38","41","1","23.730682","0","41"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","0","6","6","1","3.323868","0","6"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","6","6","1","5.941625","0","6"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","6","6","1","4.429963","0","6"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","20","25","1","20.841415","0","25"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Ring.M_Portal_Ring","0","15","15","1","11.601135","0","15"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Vortex.M_Portal_Vortex","0","15","15","1","11.710408","0","15"
"/Game/AdvancedPortalsSystemVFX/Materials/M_DefaultSprite.M_DefaultSprite","0","20","20","1","15.361728","0","20"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Energy.M_Portal_Energy","0","42","42","2","25.432766","0","42"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Heat_Distortion.M_Heat_Distortion","0","35","35","1","25.512951","0","35"
"/Game/AdvancedPortalsSystemVFX/Demo/M_Glow.M_Glow","0","4","4","1","2.701236","0","4"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","9","9","1","2.939107","0","9"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","1.832327","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","5","5","1","2.260710","0","5"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_C.M_Glow_C","0","12","12","1","8.265585","0","12"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","6","6","2","6.661364","0","6"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","2.030030","0","2"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","2","2","1","1.457346","0","2"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","57","63","1","45.538471","0","63"
"/Engine/VREditor/TransformGizmo/Main.Main","0","3","3","1","0.992440","0","3"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","6","6","1","5.259352","0","6"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","10","10","1","6.999282","0","10"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","102","98","6","198.767517","0","98"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","6","7","1","6.723572","0","7"
"/ControlRig/M_Manip.M_Manip","0","6","7","1","5.425468","0","7"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","36","42","2","41.194569","0","42"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Image.M_Portal_Image","0","6","6","1","13.823501","12","30"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","14","16","1","15.231107","0","16"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","0","6","6","1","3.969162","0","6"
"/Engine/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.MAT_LevelColorationLitLightmapUV","0","333","356","1","242.781967","0","356"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Spark_A.M_Spark_A","0","9","9","1","4.805256","0","9"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Heat_Distortion.M_Heat_Distortion","0","21","21","1","14.018835","0","21"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","25","25","1","11.569849","0","25"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","5","5","1","1.443969","0","5"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","5","5","1","1.367403","0","5"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","24","24","1","13.475109","0","24"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","28","12","2","138.222443","0","12"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_C.M_Smoke_C","0","18","18","1","17.340818","0","18"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_C.M_Fire_C","0","9","9","1","6.527390","0","9"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","10","10","1","9.059031","0","10"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","13","13","1","5.499041","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","13","13","1","6.477349","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","13","13","1","5.754718","0","13"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","23","25","1","15.521751","0","25"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","23","25","1","14.763600","0","25"
"Globals","49","10300","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","7","7","1","6.304045","0","7"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","12","14","1","7.202116","0","14"
"","49","64","0","1","0.000000","69","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","8","8","1","12.183069","0","8"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","19","21","1","28.812159","0","21"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","8","8","1","18.026752","0","8"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","10","11","1","4.655552","0","11"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","10","10","1","7.141051","0","10"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","7","7","1","13.333831","0","7"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","11","12","1","14.180303","0","12"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","11","11","1","7.634623","0","11"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","27","27","1","40.071690","0","27"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","17","19","1","10.505996","0","19"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","10","11","1","3.751545","0","11"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","22","24","1","32.522457","0","24"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","8","8","1","3.224838","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","14","14","1","12.102354","0","14"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","8","8","1","4.562130","0","8"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","8","8","1","0.000000","0","8"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","42","45","1","37.567219","0","45"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","72","78","1","60.299400","0","78"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","42","45","1","0.000000","0","45"
"/Engine/VREditor/TransformGizmo/Main.Main","49","8","8","1","2.441655","0","8"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","67","67","1","0.000000","0","67"
"/Niagara/DefaultAssets/M_Gnomon_Alpha.M_Gnomon_Alpha","49","13","13","1","6.641611","0","13"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","16","16","1","20.130701","0","16"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","49","31","36","1","15.416896","0","36"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","16","16","1","16.109995","0","16"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","7","7","1","0.916921","0","7"
"/Niagara/DefaultAssets/GeometryCache/M_DefaultGeometryCacheMaterial.M_DefaultGeometryCacheMaterial","49","19","19","1","0.000000","0","19"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","22","22","1","19.960009","0","22"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","16","16","1","9.602199","0","16"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","17","17","1","7.823412","0","17"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","11","12","1","5.530974","0","12"
"/ControlRig/M_Manip.M_Manip","49","11","12","1","8.105089","0","12"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","56","62","2","38.936787","0","62"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","7","7","1","1.834833","0","7"
"/Niagara/DefaultAssets/M_Gnomon.M_Gnomon","49","13","13","1","8.515911","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","92","92","1","0.000000","0","92"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","75","80","6","39.425949","4","80"
"/Engine/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV.MAT_LevelColorationLitLightmapUV","49","445","468","1","327.376373","0","468"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","72","78","1","73.113281","0","78"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","9","9","1","0.000000","0","9"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","993","1016","1","0.000000","0","1016"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","40","40","1","0.000000","0","40"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","21","23","1","9.582045","0","23"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","67","67","1","29.980648","0","67"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","7","1","4.131547","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","7","1","4.037718","0","7"
"/Game/Characters/Souls/Sword/antique_estoc.antique_estoc","49","13","13","1","0.000000","0","13"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","45","45","1","21.805141","0","45"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","49","20","20","1","0.000000","0","20"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_A.M_Smoke_A","49","38","38","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","18","18","1","12.692871","0","18"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","15","15","1","7.145021","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","27","29","1","17.247341","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","27","29","1","17.816177","0","29"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","15","15","1","8.301647","0","15"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","15","15","1","6.446568","0","15"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","42","46","1","48.371895","0","46"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","42","46","1","61.074818","0","46"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","202","212","6","318.647736","0","212"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","38","38","2","19.809885","13","314"
"/Game/UI/Controles/keyboard_key_wide_Mat.keyboard_key_wide_Mat","49","21","23","1","0.000000","0","23"
"/Game/UI/Controles/Click_middle_Mat.Click_middle_Mat","49","21","23","1","0.000000","0","23"
"/Game/UI/Controles/Control_Sign.Control_Sign","49","8","8","1","0.000000","0","8"
"/Game/UI/Controles/Xbox_button_B_svg_Mat.Xbox_button_B_svg_Mat","49","21","23","1","0.000000","0","23"
"/Game/UI/Controles/keyboard_key_w_Mat.keyboard_key_w_Mat","49","21","23","1","0.000000","0","23"
"/Game/UI/Controles/Xbox_button_RT_Mat.Xbox_button_RT_Mat","49","8","8","1","0.000000","0","8"
"/Game/UI/Controles/PlayStation_button_R3_svg_Mat.PlayStation_button_R3_svg_Mat","49","21","23","1","0.000000","0","23"
"/Game/UI/Controles/keyboard_key_Mat.keyboard_key_Mat","49","8","8","1","0.000000","0","8"
"/Game/UI/Controles/S.S","49","8","8","1","0.000000","0","8"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","54","54","2","119.683754","0","25"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","156","166","6","122.444679","0","147"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","26","30","2","15.305255","0","30"
"/Game/UI/Controles/joypad_Mat.joypad_Mat","49","21","23","1","0.000000","0","23"
"/Game/UI/Controles/Click_Mat.Click_Mat","49","8","8","1","0.000000","0","8"
"/Game/UI/Controles/keyboard_key_a_Mat.keyboard_key_a_Mat","49","21","23","1","0.000000","0","23"
"/InterchangeAssets/gltf/M_Default.M_Default","49","164","182","6","116.898636","0","182"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","164","182","6","126.513885","0","182"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","156","166","6","128.503937","0","166"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Smoke_C.M_Smoke_C","49","23","23","1","8.112468","0","23"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_C.M_Fire_C","49","14","14","1","5.336640","0","14"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Heat_Distortion.M_Heat_Distortion","49","26","26","1","7.010206","0","26"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Spark_A.M_Spark_A","49","14","14","1","5.024714","0","14"
"/Game/Dungeon_Modular_V1/Materials/M_Master_OneSided_01.M_Master_OneSided_01","49","11","11","1","0.000000","0","11"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Ring.M_Portal_Ring","49","25","25","1","13.906387","0","25"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Vortex.M_Portal_Vortex","49","25","25","1","14.464374","0","25"
"/Game/AdvancedPortalsSystemVFX/Materials/M_DefaultSprite.M_DefaultSprite","49","33","33","1","17.032667","0","33"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Energy.M_Portal_Energy","49","62","62","2","32.050995","0","62"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Light.M_Portal_Light","49","83","86","1","0.000000","0","86"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Heat_Distortion.M_Heat_Distortion","49","45","45","1","19.879318","0","45"
"/Game/AdvancedPortalsSystemVFX/Materials/M_Portal_Image.M_Portal_Image","49","13","13","1","24.379372","26","65"
"/Game/AdvancedPortalsSystemVFX/Demo/M_Glow.M_Glow","49","11","11","1","6.191413","0","11"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Glow_C.M_Glow_C","49","17","17","1","4.448242","0","17"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","16","16","2","6.982651","0","16"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","7","7","1","2.008481","0","7"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","49","7","7","1","1.917238","0","7"
